,City/Community,Cases,Case Rate,Adjusted Case Rate,Deaths,Death Rate,Adjusted Death Rate,Population,timestamp
80,City of Walnut,253,829,847,4,13,8,30532,2020-09-16 09:19:11.561868
81,City of West Covina,2749,2540,2487,59,55,47,108235,2020-09-16 09:19:11.561868
82,City of West Hollywood,531,1437,1355,5,14,9,36951,2020-09-16 09:19:11.561868
83,City of Westlake Village,31,371,419,0,0,0,8360,2020-09-16 09:19:11.561868
84,City of Whittier,2151,2460,2420,31,35,33,87432,2020-09-16 09:19:11.561868
85,Los Angeles - Adams-Normandie,258,3146,3097,4,49,48,8202,2020-09-16 09:19:11.561868
86,Los Angeles - Alsace,353,2836,2715,3,24,34,12445,2020-09-16 09:19:11.561868
87,Los Angeles - Angeles National Forest,2,5000,1576,0,0,0,40,2020-09-16 09:19:11.561868
88,Los Angeles - Angelino Heights,74,2958,3053,1,40,38,2502,2020-09-16 09:19:11.561868
89,Los Angeles - Arleta,1387,4035,3941,25,73,84,34370,2020-09-16 09:19:11.561868
90,Los Angeles - Atwater Village,230,1568,1523,7,48,36,14666,2020-09-16 09:19:11.561868
91,Los Angeles - Baldwin Hills,604,1941,1946,26,84,66,31125,2020-09-16 09:19:11.561868
92,Los Angeles - Bel Air,79,937,981,0,0,0,8429,2020-09-16 09:19:11.561868
93,Los Angeles - Beverly Crest,113,902,1044,2,16,9,12525,2020-09-16 09:19:11.561868
94,Los Angeles - Beverlywood,147,1116,1175,0,0,0,13173,2020-09-16 09:19:11.561868
95,Los Angeles - Boyle Heights,4130,4753,4736,66,76,88,86884,2020-09-16 09:19:11.561868
96,Los Angeles - Brentwood,278,898,847,3,10,7,30955,2020-09-16 09:19:11.561868
97,Los Angeles - Brookside,3,516,485,0,0,0,581,2020-09-16 09:19:11.561868
98,Los Angeles - Cadillac-Corning,122,1713,1671,1,14,27,7121,2020-09-16 09:19:11.561868
99,Los Angeles - Canoga Park,1789,2740,2716,57,87,111,65289,2020-09-16 09:19:11.561868
100,Los Angeles - Carthay,202,1406,1822,15,104,52,14363,2020-09-16 09:19:11.561868
101,Los Angeles - Central,2099,5383,5470,41,105,153,38992,2020-09-16 09:19:11.561868
102,Los Angeles - Century City,111,868,1014,0,0,0,12792,2020-09-16 09:19:11.561868
103,Los Angeles - Century Palms/Cove,1452,4300,4389,21,62,88,33766,2020-09-16 09:19:11.561868
104,Los Angeles - Chatsworth,636,1716,1723,35,94,61,37061,2020-09-16 09:19:11.561868
105,Los Angeles - Cheviot Hills,68,741,833,2,22,10,9171,2020-09-16 09:19:11.561868
106,Los Angeles - Chinatown,111,1384,1362,3,37,23,8021,2020-09-16 09:19:11.561868
107,Los Angeles - Cloverdale/Cochran,289,1986,1912,5,34,37,14553,2020-09-16 09:19:11.561868
108,Los Angeles - Country Club Park,313,2066,1904,22,145,108,15153,2020-09-16 09:19:11.561868
109,Los Angeles - Crenshaw District,290,2097,2108,3,22,14,13829,2020-09-16 09:19:11.561868
110,Los Angeles - Crestview,185,1627,1599,20,176,158,11368,2020-09-16 09:19:11.561868
111,Los Angeles - Del Rey,336,1122,1122,10,33,26,29936,2020-09-16 09:19:11.561868
112,Los Angeles - Downtown,773,2810,2955,15,55,44,27507,2020-09-16 09:19:11.561868
113,Los Angeles - Eagle Rock,630,1591,1529,24,61,42,39589,2020-09-16 09:19:11.561868
114,Los Angeles - East Hollywood,591,2018,1880,43,147,126,29287,2020-09-16 09:19:11.561868
115,Los Angeles - Echo Park,227,1592,1571,4,28,27,14256,2020-09-16 09:19:11.561868
116,Los Angeles - El Sereno,1176,2813,2756,32,77,73,41808,2020-09-16 09:19:11.561868
117,Los Angeles - Elysian Park,94,1646,1547,0,0,0,5712,2020-09-16 09:19:11.561868
118,Los Angeles - Elysian Valley,252,2478,2406,3,29,27,10171,2020-09-16 09:19:11.561868
119,Los Angeles - Encino,554,1226,1292,18,40,20,45172,2020-09-16 09:19:11.561868
120,Los Angeles - Exposition,75,2255,2128,2,60,62,3326,2020-09-16 09:19:11.561868
121,Los Angeles - Exposition Park,1275,2839,2876,22,49,67,44917,2020-09-16 09:19:11.561868
122,Los Angeles - Faircrest Heights,30,833,754,2,56,46,3600,2020-09-16 09:19:11.561868
123,Los Angeles - Figueroa Park Square,311,3566,3549,4,46,46,8721,2020-09-16 09:19:11.561868
124,Los Angeles - Florence-Firestone,2212,4662,4702,27,57,83,47445,2020-09-16 09:19:11.561868
125,Los Angeles - Glassell Park,669,2117,2059,13,41,34,31604,2020-09-16 09:19:11.561868
126,Los Angeles - Gramercy Place,232,2155,2211,4,37,24,10764,2020-09-16 09:19:11.561868
127,Los Angeles - Granada Hills,1132,1945,1850,64,110,79,58191,2020-09-16 09:19:11.561868
128,Los Angeles - Green Meadows,911,4236,4262,12,56,79,21505,2020-09-16 09:19:11.561868
129,Los Angeles - Hancock Park,217,1274,1323,3,18,17,17039,2020-09-16 09:19:11.561868
130,Los Angeles - Harbor City,472,1624,1614,11,38,30,29070,2020-09-16 09:19:11.561868
131,Los Angeles - Harbor Gateway,951,2181,2130,13,30,33,43600,2020-09-16 09:19:11.561868
132,Los Angeles - Harbor Pines,19,789,875,0,0,0,2409,2020-09-16 09:19:11.561868
133,Los Angeles - Harvard Heights,543,3011,2945,23,128,150,18035,2020-09-16 09:19:11.561868
134,Los Angeles - Harvard Park,1562,4118,4079,22,58,61,37935,2020-09-16 09:19:11.561868
135,Los Angeles - Highland Park,1052,2174,2125,21,43,48,48391,2020-09-16 09:19:11.561868
136,Los Angeles - Historic Filipinotown,421,3035,2838,15,108,98,13870,2020-09-16 09:19:11.561868
137,Los Angeles - Hollywood,1142,1673,1513,14,21,22,68254,2020-09-16 09:19:11.561868
138,Los Angeles - Hollywood Hills,277,941,1050,7,24,22,29434,2020-09-16 09:19:11.561868
139,Los Angeles - Hyde Park,765,2680,2635,14,49,41,28541,2020-09-16 09:19:11.561868
140,Los Angeles - Jefferson Park,252,3122,3093,0,0,0,8073,2020-09-16 09:19:11.561868
141,Los Angeles - Koreatown,1119,2165,2101,27,52,51,51693,2020-09-16 09:19:11.561868
142,Los Angeles - Lafayette Square,81,1777,1737,3,66,64,4559,2020-09-16 09:19:11.561868
143,Los Angeles - Lake Balboa,968,2294,2286,19,45,48,42206,2020-09-16 09:19:11.561868
144,Los Angeles - Lakeview Terrace,528,4020,3984,23,175,196,13133,2020-09-16 09:19:11.561868
145,Los Angeles - Leimert Park,298,1956,1944,8,53,37,15235,2020-09-16 09:19:11.561868
146,Los Angeles - Lincoln Heights,1035,3175,3107,47,144,121,32597,2020-09-16 09:19:11.561868
147,Los Angeles - Little Armenia,384,4785,4150,51,636,517,8025,2020-09-16 09:19:11.561868
148,Los Angeles - Little Bangladesh,472,1665,1659,5,18,19,28343,2020-09-16 09:19:11.561868
149,Los Angeles - Little Tokyo,78,2490,3046,2,64,21,3133,2020-09-16 09:19:11.561868
150,Los Angeles - Longwood,112,2602,2512,0,0,0,4304,2020-09-16 09:19:11.561868
151,Los Angeles - Los Feliz,198,916,973,2,9,6,21608,2020-09-16 09:19:11.561868
152,Los Angeles - Manchester Square,190,2226,2243,4,47,35,8536,2020-09-16 09:19:11.561868
153,Los Angeles - Mandeville Canyon,26,832,1077,0,0,0,3124,2020-09-16 09:19:11.561868
154,Los Angeles - Mar Vista,305,718,732,6,14,12,42471,2020-09-16 09:19:11.561868
155,Los Angeles - Marina Peninsula,32,734,756,0,0,0,4360,2020-09-16 09:19:11.561868
156,Los Angeles - Melrose,1829,2354,2316,70,90,91,77696,2020-09-16 09:19:11.561868
157,Los Angeles - Mid-city,275,1830,1795,24,160,145,15030,2020-09-16 09:19:11.561868
158,Los Angeles - Miracle Mile,167,929,874,6,33,33,17985,2020-09-16 09:19:11.561868
159,Los Angeles - Mission Hills,736,3051,2929,32,133,106,24124,2020-09-16 09:19:11.561868
160,Los Angeles - Mt. Washington,529,2191,2141,16,66,61,24145,2020-09-16 09:19:11.561868
161,Los Angeles - North Hills,1744,2832,2788,44,71,81,61575,2020-09-16 09:19:11.561868
162,Los Angeles - North Hollywood,3610,2384,2289,66,44,49,151421,2020-09-16 09:19:11.561868
163,Los Angeles - Northridge,1339,1918,1874,43,62,50,69797,2020-09-16 09:19:11.561868
164,Los Angeles - Pacific Palisades,121,568,651,4,19,9,21291,2020-09-16 09:19:11.561868
165,Los Angeles - Pacoima,3286,4269,4274,48,62,85,76979,2020-09-16 09:19:11.561868
166,Los Angeles - Palisades Highlands,26,676,772,0,0,0,3846,2020-09-16 09:19:11.561868
167,Los Angeles - Palms,524,1194,1319,29,66,89,43877,2020-09-16 09:19:11.561868
168,Los Angeles - Panorama City,2762,3670,3682,90,120,157,75250,2020-09-16 09:19:11.561868
169,Los Angeles - Park La Brea,101,744,632,1,7,8,13580,2020-09-16 09:19:11.561868
170,Los Angeles - Pico-Union,1727,4127,4143,92,220,259,41842,2020-09-16 09:19:11.561868
171,Los Angeles - Playa Del Rey,27,845,1087,0,0,0,3196,2020-09-16 09:19:11.561868
172,Los Angeles - Playa Vista,133,1215,1241,0,0,0,10947,2020-09-16 09:19:11.561868
173,Los Angeles - Porter Ranch,352,989,1057,6,17,10,35588,2020-09-16 09:19:11.561868
174,Los Angeles - Rancho Park,87,1326,1518,1,15,11,6560,2020-09-16 09:19:11.561868
175,Los Angeles - Regent Square,30,1079,1041,0,0,0,2780,2020-09-16 09:19:11.561868
176,Los Angeles - Reseda,2064,2694,2615,80,104,94,76617,2020-09-16 09:19:11.561868
177,Los Angeles - Reseda Ranch,110,2373,2234,0,0,0,4636,2020-09-16 09:19:11.561868
178,Los Angeles - Reynier Village,39,922,987,0,0,0,4228,2020-09-16 09:19:11.561868
179,Los Angeles - San Pedro,1901,2436,2431,27,35,31,78038,2020-09-16 09:19:11.561868
180,Los Angeles - Shadow Hills,59,1328,1537,0,0,0,4442,2020-09-16 09:19:11.561868
181,Los Angeles - Sherman Oaks,997,1143,1224,26,30,25,87254,2020-09-16 09:19:11.561868
182,Los Angeles - Silverlake,602,1366,1368,18,41,35,44083,2020-09-16 09:19:11.561868
183,Los Angeles - South Carthay,109,1029,1240,2,19,12,10595,2020-09-16 09:19:11.561868
184,Los Angeles - South Park,1984,5226,5309,28,74,110,37961,2020-09-16 09:19:11.561868
185,Los Angeles - St Elmo Village,135,2945,3131,8,175,264,4584,2020-09-16 09:19:11.561868
186,Los Angeles - Studio City,234,1043,1165,11,49,42,22440,2020-09-16 09:19:11.561868
187,Los Angeles - Sun Valley,1535,2925,2855,29,55,54,52483,2020-09-16 09:19:11.561868
188,Los Angeles - Sunland,430,2107,2020,29,142,101,20408,2020-09-16 09:19:11.561868
189,Los Angeles - Sycamore Square,5,773,783,0,0,0,647,2020-09-16 09:19:11.561868
190,Los Angeles - Sylmar,3115,3780,3749,82,100,121,82398,2020-09-16 09:19:11.561868
191,Los Angeles - Tarzana,602,1950,1819,37,120,75,30876,2020-09-16 09:19:11.561868
192,Los Angeles - Temple-Beaudry,1202,3044,2947,26,66,75,39482,2020-09-16 09:19:11.561868
193,Los Angeles - Thai Town,158,1611,1530,0,0,0,9809,2020-09-16 09:19:11.561868
194,Los Angeles - Toluca Lake,98,1126,1335,0,0,0,8704,2020-09-16 09:19:11.561868
195,Los Angeles - Toluca Terrace,22,1685,1683,1,77,72,1306,2020-09-16 09:19:11.561868
196,Los Angeles - Toluca Woods,18,969,879,0,0,0,1858,2020-09-16 09:19:11.561868
197,Los Angeles - Tujunga,471,1694,1651,14,50,41,27810,2020-09-16 09:19:11.561868
198,Los Angeles - University Hills,51,1487,1459,1,29,19,3429,2020-09-16 09:19:11.561868
199,Los Angeles - University Park,1045,3806,4051,19,69,125,27456,2020-09-16 09:19:11.561868
200,Los Angeles - Valley Glen,599,1996,1936,22,73,75,30016,2020-09-16 09:19:11.561868
201,Los Angeles - Valley Village,488,1974,1947,25,101,85,24720,2020-09-16 09:19:11.561868
202,Los Angeles - Van Nuys,2817,3023,3039,82,88,109,93194,2020-09-16 09:19:11.561868
203,Los Angeles - Venice,275,812,1046,3,9,9,33885,2020-09-16 09:19:11.561868
204,Los Angeles - Vermont Knolls,704,4093,4039,14,81,98,17200,2020-09-16 09:19:11.561868
205,Los Angeles - Vermont Square,329,4297,4244,3,39,36,7657,2020-09-16 09:19:11.561868
206,Los Angeles - Vermont Vista,1861,4519,4609,25,61,89,41186,2020-09-16 09:19:11.561868
207,Los Angeles - Vernon Central,2894,5566,5676,41,79,116,51998,2020-09-16 09:19:11.561868
208,Los Angeles - Victoria Park,206,2453,2374,4,48,41,8399,2020-09-16 09:19:11.561868
209,Los Angeles - View Heights,43,1164,1158,3,81,63,3694,2020-09-16 09:19:11.561868
210,Los Angeles - Watts,1881,4408,4604,28,66,114,42674,2020-09-16 09:19:11.561868
211,Los Angeles - Wellington Square,120,2442,2429,0,0,0,4915,2020-09-16 09:19:11.561868
212,Los Angeles - West Adams,861,3116,3050,38,138,138,27630,2020-09-16 09:19:11.561868
213,Los Angeles - West Hills,514,1268,1288,30,74,45,40545,2020-09-16 09:19:11.561868
214,Los Angeles - West Los Angeles,483,1283,1285,15,40,43,37636,2020-09-16 09:19:11.561868
215,Los Angeles - West Vernon,2257,4207,4197,48,89,117,53644,2020-09-16 09:19:11.561868
216,Los Angeles - Westchester,403,781,736,15,29,26,51603,2020-09-16 09:19:11.561868
217,Los Angeles - Westlake,2318,3905,3965,142,239,279,59355,2020-09-16 09:19:11.561868
218,Los Angeles - Westwood,347,641,586,6,11,10,54109,2020-09-16 09:19:11.561868
219,Los Angeles - Wholesale District,2326,6438,5600,26,72,90,36129,2020-09-16 09:19:11.561868
220,Los Angeles - Wilmington,1705,3018,3014,18,32,42,56487,2020-09-16 09:19:11.561868
221,Los Angeles - Wilshire Center,1070,2133,2077,35,70,69,50170,2020-09-16 09:19:11.561868
222,Los Angeles - Winnetka,1181,2281,2183,18,35,33,51786,2020-09-16 09:19:11.561868
223,Los Angeles - Woodland Hills,842,1237,1225,31,46,29,68055,2020-09-16 09:19:11.561868
224,Unincorporated - Acton,66,828,893,2,25,18,7971,2020-09-16 09:19:11.561868
225,Unincorporated - Agua Dulce,26,625,679,0,0,0,4158,2020-09-16 09:19:11.561868
226,Unincorporated - Altadena,668,1531,1581,13,30,23,43620,2020-09-16 09:19:11.561868
227,Unincorporated - Anaverde,13,862,1013,0,0,0,1508,2020-09-16 09:19:11.561868
228,Unincorporated - Angeles National Forest,5,402,411,0,0,0,1245,2020-09-16 09:19:11.561868
229,Unincorporated - Arcadia,85,1065,1089,3,38,26,7981,2020-09-16 09:19:11.561868
230,Unincorporated - Athens Village,220,4493,4519,10,204,209,4897,2020-09-16 09:19:11.561868
231,Unincorporated - Athens-Westmont,1486,3501,3525,27,64,70,42442,2020-09-16 09:19:11.561868
232,Unincorporated - Avocado Heights,282,4162,4111,3,44,48,6775,2020-09-16 09:19:11.561868
233,Unincorporated - Azusa,475,2983,2888,3,19,26,15923,2020-09-16 09:19:11.561868
234,Unincorporated - Bassett,607,4097,4044,9,61,63,14817,2020-09-16 09:19:11.561868
235,Unincorporated - Bouquet Canyon,6,559,800,1,93,82,1073,2020-09-16 09:19:11.561868
236,Unincorporated - Bradbury,4,3704,303,1,926,255,108,2020-09-16 09:19:11.561868
237,Unincorporated - Canyon Country,122,1579,1664,0,0,0,7728,2020-09-16 09:19:11.561868
238,Unincorporated - Castaic,1923,7072,6466,4,15,14,27191,2020-09-16 09:19:11.561868
239,Unincorporated - Cerritos,16,2726,2763,0,0,0,587,2020-09-16 09:19:11.561868
240,Unincorporated - Claremont,22,3134,4106,3,427,310,702,2020-09-16 09:19:11.561868
241,Unincorporated - Covina,411,2444,2360,6,36,33,16819,2020-09-16 09:19:11.561868
242,Unincorporated - Covina (Charter Oak),298,2267,2268,2,15,19,13144,2020-09-16 09:19:11.561868
243,Unincorporated - Del Aire,72,1639,1618,2,46,44,4393,2020-09-16 09:19:11.561868
244,Unincorporated - Del Rey,3,943,1312,0,0,0,318,2020-09-16 09:19:11.561868
245,Unincorporated - Del Sur,12,497,580,1,41,20,2415,2020-09-16 09:19:11.561868
246,Unincorporated - Desert View Highlands,44,1765,1651,1,40,24,2493,2020-09-16 09:19:11.561868
247,Unincorporated - Duarte,141,3184,3155,4,90,114,4428,2020-09-16 09:19:11.561868
248,Unincorporated - East Covina,4,1216,1379,0,0,0,329,2020-09-16 09:19:11.561868
249,Unincorporated - East La Mirada,99,1871,1862,0,0,0,5292,2020-09-16 09:19:11.561868
250,Unincorporated - East Los Angeles,6021,4806,4807,101,81,93,125269,2020-09-16 09:19:11.561868
251,Unincorporated - East Pasadena,77,1203,1149,1,16,9,6403,2020-09-16 09:19:11.561868
252,Unincorporated - East Rancho Dominguez,662,4325,4287,14,91,108,15308,2020-09-16 09:19:11.561868
253,Unincorporated - East Whittier,82,1545,1500,0,0,0,5306,2020-09-16 09:19:11.561868
254,Unincorporated - El Camino Village,145,1649,1649,3,34,24,8791,2020-09-16 09:19:11.561868
255,Unincorporated - El Monte,6,4138,6520,0,0,0,145,2020-09-16 09:19:11.561868
256,Unincorporated - Elizabeth Lake,7,421,518,0,0,0,1661,2020-09-16 09:19:11.561868
257,Unincorporated - Florence-Firestone,3301,5102,5170,47,73,93,64705,2020-09-16 09:19:11.561868
258,Unincorporated - Glendora,12,1818,2094,0,0,0,660,2020-09-16 09:19:11.561868
259,Unincorporated - Hacienda Heights,979,1751,1732,16,29,19,55926,2020-09-16 09:19:11.561868
260,Unincorporated - Hawthorne,60,2387,2275,0,0,0,2514,2020-09-16 09:19:11.561868
261,Unincorporated - Hi Vista,7,638,665,0,0,0,1098,2020-09-16 09:19:11.561868
262,Unincorporated - Kagel/Lopez Canyons,34,2408,2881,1,71,113,1412,2020-09-16 09:19:11.561868
263,Unincorporated - La Crescenta-Montrose,184,929,968,2,10,5,19801,2020-09-16 09:19:11.561868
264,Unincorporated - La Rambla,77,3711,3016,12,578,381,2075,2020-09-16 09:19:11.561868
265,Unincorporated - La Verne,33,1618,1993,0,0,0,2040,2020-09-16 09:19:11.561868
266,Unincorporated - Ladera Heights,94,1329,1286,3,42,19,7071,2020-09-16 09:19:11.561868
267,Unincorporated - Lake Hughes,2,299,328,0,0,0,668,2020-09-16 09:19:11.561868
268,Unincorporated - Lake Los Angeles,211,1624,1632,4,31,44,12994,2020-09-16 09:19:11.561868
269,Unincorporated - Lake Manor,24,1461,1547,0,0,0,1643,2020-09-16 09:19:11.561868
270,Unincorporated - Lennox,681,3021,3012,6,27,49,22542,2020-09-16 09:19:11.561868
271,Unincorporated - Leona Valley,17,971,999,0,0,0,1751,2020-09-16 09:19:11.561868
272,Unincorporated - Littlerock,83,2064,2135,0,0,0,4021,2020-09-16 09:19:11.561868
273,Unincorporated - Littlerock/Juniper Hills,8,617,852,0,0,0,1297,2020-09-16 09:19:11.561868
274,Unincorporated - Littlerock/Pearblossom,83,2326,2456,0,0,0,3569,2020-09-16 09:19:11.561868
275,Unincorporated - Llano,3,342,355,0,0,0,877,2020-09-16 09:19:11.561868
276,Unincorporated - Marina del Rey,68,723,552,1,11,13,9411,2020-09-16 09:19:11.561868
277,Unincorporated - Monrovia,80,2061,2135,0,0,0,3881,2020-09-16 09:19:11.561868
278,Unincorporated - Newhall,6,2727,2283,0,0,0,220,2020-09-16 09:19:11.561868
279,Unincorporated - North Lancaster,18,1503,1967,0,0,0,1198,2020-09-16 09:19:11.561868
280,Unincorporated - North Whittier,203,2428,2402,10,120,107,8360,2020-09-16 09:19:11.561868
281,Unincorporated - Northeast San Gabriel,324,1348,1393,8,33,29,24036,2020-09-16 09:19:11.561868
282,Unincorporated - Palmdale,21,2494,2719,0,0,0,842,2020-09-16 09:19:11.561868
283,Unincorporated - Palos Verdes Peninsula,3,483,729,0,0,0,621,2020-09-16 09:19:11.561868
284,Unincorporated - Pearblossom/Llano,23,1176,1112,1,51,20,1956,2020-09-16 09:19:11.561868
285,Unincorporated - Pellissier Village,26,4200,4126,0,0,0,619,2020-09-16 09:19:11.561868
286,Unincorporated - Pomona,15,774,1941,1,52,86,1938,2020-09-16 09:19:11.561868
287,Unincorporated - Quartz Hill,157,1216,1141,11,85,63,12906,2020-09-16 09:19:11.561868
288,Unincorporated - Rancho Dominguez,71,2668,2627,2,75,35,2661,2020-09-16 09:19:11.561868
289,Unincorporated - Roosevelt,8,859,819,0,0,0,931,2020-09-16 09:19:11.561868
290,Unincorporated - Rosewood,28,2177,2505,0,0,0,1286,2020-09-16 09:19:11.561868
291,Unincorporated - Rosewood/East Gardena,21,1760,1750,1,84,40,1193,2020-09-16 09:19:11.561868
292,Unincorporated - Rosewood/West Rancho Dominguez,104,3094,3132,0,0,0,3361,2020-09-16 09:19:11.561868
