,City/Community,Cases,Case Rate,Adjusted Case Rate,Deaths,Death Rate,Adjusted Death Rate,Population,timestamp
31,City of Hawthorne,1860,2095,2075,42,47,54,88787,2020-09-09 21:01:14.609247
32,City of Hermosa Beach,199,1012,982,4,20,27,19670,2020-09-09 21:01:14.609247
33,City of Hidden Hills,6,317,160,0,0,0,1890,2020-09-09 21:01:14.609247
34,City of Huntington Park,2720,4573,4544,49,82,107,59484,2020-09-09 21:01:14.609247
35,City of Industry,36,8238,8236,2,458,556,437,2020-09-09 21:01:14.609247
36,City of Inglewood,2719,2394,2365,85,75,80,113582,2020-09-09 21:01:14.609247
37,City of Irwindale,68,4661,4647,2,137,155,1459,2020-09-09 21:01:14.609247
38,City of La Canada Flintridge,172,831,965,7,34,21,20693,2020-09-09 21:01:14.609247
39,City of La Habra Heights,39,715,681,0,0,0,5455,2020-09-09 21:01:14.609247
40,City of La Mirada,801,1615,1548,26,52,36,49599,2020-09-09 21:01:14.609247
41,City of La Puente,1427,3506,3428,17,42,42,40697,2020-09-09 21:01:14.609247
42,City of La Verne,429,1289,1348,10,30,16,33282,2020-09-09 21:01:14.609247
43,City of Lakewood,1194,1486,1491,12,15,12,80362,2020-09-09 21:01:14.609247
44,City of Lancaster,3060,1894,1916,44,27,33,161570,2020-09-09 21:01:14.609247
45,City of Lawndale,595,1770,1717,10,30,39,33614,2020-09-09 21:01:14.609247
46,City of Lomita,233,1124,1091,9,43,30,20729,2020-09-09 21:01:14.609247
47,City of Lynwood,3085,4282,4398,93,129,202,72047,2020-09-09 21:01:14.609247
48,City of Malibu,100,772,784,3,23,11,12961,2020-09-09 21:01:14.609247
49,City of Manhattan Beach,332,922,918,5,14,13,35999,2020-09-09 21:01:14.609247
50,City of Maywood,1364,4863,5043,33,118,177,28049,2020-09-09 21:01:14.609247
51,City of Monrovia,709,1827,1822,37,95,91,38800,2020-09-09 21:01:14.609247
52,City of Montebello,2156,3349,3318,46,71,58,64375,2020-09-09 21:01:14.609247
53,City of Monterey Park,915,1470,1411,44,71,34,62262,2020-09-09 21:01:14.609247
54,City of Norwalk,3074,2856,2783,69,64,63,107622,2020-09-09 21:01:14.609247
55,City of Palmdale,3787,2382,2410,65,41,50,158968,2020-09-09 21:01:14.609247
56,City of Palos Verdes Estates,90,666,625,2,15,7,13522,2020-09-09 21:01:14.609247
57,City of Paramount,2270,4052,4000,28,50,66,56023,2020-09-09 21:01:14.609247
58,City of Pico Rivera,2282,3550,3466,70,109,92,64284,2020-09-09 21:01:14.609247
59,City of Pomona,5163,3311,3284,113,72,88,155931,2020-09-09 21:01:14.609247
60,City of Rancho Palos Verdes,278,650,666,13,30,13,42747,2020-09-09 21:01:14.609247
61,City of Redondo Beach,526,766,799,9,13,14,68697,2020-09-09 21:01:14.609247
62,City of Rolling Hills,10,515,648,0,0,0,1940,2020-09-09 21:01:14.609247
63,City of Rolling Hills Estates,40,493,612,2,25,13,8113,2020-09-09 21:01:14.609247
64,City of Rosemead,788,1424,1391,25,45,34,55350,2020-09-09 21:01:14.609247
65,City of San Dimas,493,1428,1421,14,41,31,34516,2020-09-09 21:01:14.609247
66,City of San Fernando,844,3429,3398,18,73,90,24612,2020-09-09 21:01:14.609247
67,City of San Gabriel,600,1465,1333,54,132,91,40954,2020-09-09 21:01:14.609247
68,City of San Marino,83,625,536,2,15,9,13277,2020-09-09 21:01:14.609247
69,City of Santa Clarita,3120,1415,1427,44,20,22,220424,2020-09-09 21:01:14.609247
70,City of Santa Fe Springs,525,2859,2855,4,22,20,18364,2020-09-09 21:01:14.609247
71,City of Santa Monica,816,883,834,41,44,32,92446,2020-09-09 21:01:14.609247
72,City of Sierra Madre,68,619,571,3,27,17,10989,2020-09-09 21:01:14.609247
73,City of Signal Hill,258,2187,2218,2,17,18,11797,2020-09-09 21:01:14.609247
74,City of South El Monte,766,3668,3649,15,72,81,20885,2020-09-09 21:01:14.609247
75,City of South Gate,4195,4274,4211,69,70,91,98155,2020-09-09 21:01:14.609247
76,City of South Pasadena,258,990,932,26,100,81,26053,2020-09-09 21:01:14.609247
77,City of Temple City,502,1377,1257,40,110,70,36455,2020-09-09 21:01:14.609247
78,City of Torrance,1340,898,876,67,45,32,149268,2020-09-09 21:01:14.609247
79,City of Vernon,10,4785,5018,0,0,0,209,2020-09-09 21:01:14.609247
80,City of Walnut,249,816,834,3,10,6,30532,2020-09-09 21:01:14.609247
81,City of West Covina,2692,2487,2433,58,54,46,108235,2020-09-09 21:01:14.609247
82,City of West Hollywood,512,1386,1291,5,14,9,36951,2020-09-09 21:01:14.609247
83,City of Westlake Village,29,347,397,0,0,0,8360,2020-09-09 21:01:14.609247
84,City of Whittier,2108,2411,2370,30,34,31,87432,2020-09-09 21:01:14.609247
85,Los Angeles - Adams-Normandie,258,3146,3098,4,49,48,8202,2020-09-09 21:01:14.609247
86,Los Angeles - Alsace,349,2804,2686,3,24,34,12445,2020-09-09 21:01:14.609247
87,Los Angeles - Angeles National Forest,2,5000,1576,0,0,0,40,2020-09-09 21:01:14.609247
88,Los Angeles - Angelino Heights,68,2718,2741,1,40,38,2502,2020-09-09 21:01:14.609247
89,Los Angeles - Arleta,1354,3939,3845,25,73,84,34370,2020-09-09 21:01:14.609247
90,Los Angeles - Atwater Village,224,1527,1487,6,41,32,14666,2020-09-09 21:01:14.609247
91,Los Angeles - Baldwin Hills,590,1896,1899,26,84,66,31125,2020-09-09 21:01:14.609247
92,Los Angeles - Bel Air,78,925,965,0,0,0,8429,2020-09-09 21:01:14.609247
93,Los Angeles - Beverly Crest,109,870,995,2,16,9,12525,2020-09-09 21:01:14.609247
94,Los Angeles - Beverlywood,145,1101,1161,0,0,0,13173,2020-09-09 21:01:14.609247
95,Los Angeles - Boyle Heights,4081,4697,4679,61,70,82,86884,2020-09-09 21:01:14.609247
96,Los Angeles - Brentwood,272,879,827,3,10,7,30955,2020-09-09 21:01:14.609247
97,Los Angeles - Brookside,3,516,485,0,0,0,581,2020-09-09 21:01:14.609247
98,Los Angeles - Cadillac-Corning,120,1685,1646,1,14,27,7121,2020-09-09 21:01:14.609247
99,Los Angeles - Canoga Park,1762,2699,2675,57,87,111,65289,2020-09-09 21:01:14.609247
100,Los Angeles - Carthay,201,1399,1817,15,104,52,14363,2020-09-09 21:01:14.609247
101,Los Angeles - Central,2062,5288,5374,41,105,153,38992,2020-09-09 21:01:14.609247
102,Los Angeles - Century City,110,860,1000,0,0,0,12792,2020-09-09 21:01:14.609247
103,Los Angeles - Century Palms/Cove,1441,4268,4362,20,59,81,33766,2020-09-09 21:01:14.609247
104,Los Angeles - Chatsworth,620,1673,1674,35,94,61,37061,2020-09-09 21:01:14.609247
105,Los Angeles - Cheviot Hills,65,709,810,2,22,10,9171,2020-09-09 21:01:14.609247
106,Los Angeles - Chinatown,110,1371,1353,3,37,23,8021,2020-09-09 21:01:14.609247
107,Los Angeles - Cloverdale/Cochran,282,1938,1862,5,34,37,14553,2020-09-09 21:01:14.609247
108,Los Angeles - Country Club Park,281,1854,1717,22,145,108,15153,2020-09-09 21:01:14.609247
109,Los Angeles - Crenshaw District,287,2075,2088,3,22,14,13829,2020-09-09 21:01:14.609247
110,Los Angeles - Crestview,182,1601,1571,20,176,158,11368,2020-09-09 21:01:14.609247
111,Los Angeles - Del Rey,331,1106,1105,9,30,23,29936,2020-09-09 21:01:14.609247
112,Los Angeles - Downtown,747,2716,2804,13,47,38,27507,2020-09-09 21:01:14.609247
113,Los Angeles - Eagle Rock,622,1571,1510,20,51,35,39589,2020-09-09 21:01:14.609247
114,Los Angeles - East Hollywood,579,1977,1837,43,147,126,29287,2020-09-09 21:01:14.609247
115,Los Angeles - Echo Park,222,1557,1535,4,28,27,14256,2020-09-09 21:01:14.609247
116,Los Angeles - El Sereno,1155,2763,2712,31,74,71,41808,2020-09-09 21:01:14.609247
117,Los Angeles - Elysian Park,92,1611,1515,0,0,0,5712,2020-09-09 21:01:14.609247
118,Los Angeles - Elysian Valley,250,2458,2388,3,30,27,10171,2020-09-09 21:01:14.609247
119,Los Angeles - Encino,530,1173,1233,18,40,20,45172,2020-09-09 21:01:14.609247
120,Los Angeles - Exposition,75,2255,2128,2,60,62,3326,2020-09-09 21:01:14.609247
121,Los Angeles - Exposition Park,1256,2796,2839,21,47,64,44917,2020-09-09 21:01:14.609247
122,Los Angeles - Faircrest Heights,30,833,754,2,56,46,3600,2020-09-09 21:01:14.609247
123,Los Angeles - Figueroa Park Square,309,3543,3528,4,46,46,8721,2020-09-09 21:01:14.609247
124,Los Angeles - Florence-Firestone,2166,4565,4610,26,55,81,47445,2020-09-09 21:01:14.609247
125,Los Angeles - Glassell Park,648,2050,1992,13,41,34,31604,2020-09-09 21:01:14.609247
126,Los Angeles - Gramercy Place,226,2100,2159,4,37,24,10764,2020-09-09 21:01:14.609247
127,Los Angeles - Granada Hills,1099,1889,1789,63,108,78,58191,2020-09-09 21:01:14.609247
128,Los Angeles - Green Meadows,900,4185,4215,11,51,68,21505,2020-09-09 21:01:14.609247
129,Los Angeles - Hancock Park,208,1221,1263,3,18,17,17039,2020-09-09 21:01:14.609247
130,Los Angeles - Harbor City,466,1603,1593,10,34,27,29070,2020-09-09 21:01:14.609247
131,Los Angeles - Harbor Gateway,935,2144,2095,13,30,33,43600,2020-09-09 21:01:14.609247
132,Los Angeles - Harbor Pines,18,747,850,0,0,0,2409,2020-09-09 21:01:14.609247
133,Los Angeles - Harvard Heights,540,2994,2928,23,128,150,18035,2020-09-09 21:01:14.609247
134,Los Angeles - Harvard Park,1542,4065,4026,22,58,61,37935,2020-09-09 21:01:14.609247
135,Los Angeles - Highland Park,1034,2137,2091,21,43,48,48391,2020-09-09 21:01:14.609247
136,Los Angeles - Historic Filipinotown,412,2970,2771,14,101,91,13870,2020-09-09 21:01:14.609247
137,Los Angeles - Hollywood,1109,1625,1472,14,21,22,68254,2020-09-09 21:01:14.609247
138,Los Angeles - Hollywood Hills,268,911,1018,7,24,22,29434,2020-09-09 21:01:14.609247
139,Los Angeles - Hyde Park,756,2649,2604,14,49,41,28541,2020-09-09 21:01:14.609247
140,Los Angeles - Jefferson Park,252,3122,3095,0,0,0,8073,2020-09-09 21:01:14.609247
141,Los Angeles - Koreatown,1107,2141,2077,28,54,53,51693,2020-09-09 21:01:14.609247
142,Los Angeles - Lafayette Square,79,1733,1701,3,66,64,4559,2020-09-09 21:01:14.609247
143,Los Angeles - Lake Balboa,944,2237,2229,19,45,48,42206,2020-09-09 21:01:14.609247
144,Los Angeles - Lakeview Terrace,515,3921,3897,22,168,190,13133,2020-09-09 21:01:14.609247
145,Los Angeles - Leimert Park,285,1871,1847,8,53,36,15235,2020-09-09 21:01:14.609247
146,Los Angeles - Lincoln Heights,1015,3114,3042,47,144,121,32597,2020-09-09 21:01:14.609247
147,Los Angeles - Little Armenia,382,4760,4118,51,636,517,8025,2020-09-09 21:01:14.609247
148,Los Angeles - Little Bangladesh,465,1641,1632,5,18,19,28343,2020-09-09 21:01:14.609247
149,Los Angeles - Little Tokyo,72,2298,2905,2,64,21,3133,2020-09-09 21:01:14.609247
150,Los Angeles - Longwood,108,2509,2430,0,0,0,4304,2020-09-09 21:01:14.609247
151,Los Angeles - Los Feliz,189,875,934,2,9,6,21608,2020-09-09 21:01:14.609247
152,Los Angeles - Manchester Square,191,2238,2251,4,47,35,8536,2020-09-09 21:01:14.609247
153,Los Angeles - Mandeville Canyon,22,704,975,0,0,0,3124,2020-09-09 21:01:14.609247
154,Los Angeles - Mar Vista,300,706,717,6,14,12,42471,2020-09-09 21:01:14.609247
155,Los Angeles - Marina Peninsula,31,711,744,0,0,0,4360,2020-09-09 21:01:14.609247
156,Los Angeles - Melrose,1799,2315,2276,70,90,91,77696,2020-09-09 21:01:14.609247
157,Los Angeles - Mid-city,270,1796,1755,24,160,145,15030,2020-09-09 21:01:14.609247
158,Los Angeles - Miracle Mile,161,895,842,6,33,33,17985,2020-09-09 21:01:14.609247
159,Los Angeles - Mission Hills,710,2943,2827,29,120,100,24124,2020-09-09 21:01:14.609247
160,Los Angeles - Mt. Washington,520,2154,2106,16,66,61,24145,2020-09-09 21:01:14.609247
161,Los Angeles - North Hills,1696,2754,2709,44,71,81,61575,2020-09-09 21:01:14.609247
162,Los Angeles - North Hollywood,3490,2305,2210,63,42,47,151421,2020-09-09 21:01:14.609247
163,Los Angeles - Northridge,1306,1871,1825,42,60,49,69797,2020-09-09 21:01:14.609247
164,Los Angeles - Pacific Palisades,117,550,626,4,19,9,21291,2020-09-09 21:01:14.609247
165,Los Angeles - Pacoima,3198,4154,4157,45,58,79,76979,2020-09-09 21:01:14.609247
166,Los Angeles - Palisades Highlands,23,598,702,0,0,0,3846,2020-09-09 21:01:14.609247
167,Los Angeles - Palms,514,1171,1293,29,66,89,43877,2020-09-09 21:01:14.609247
168,Los Angeles - Panorama City,2708,3599,3612,87,116,154,75250,2020-09-09 21:01:14.609247
169,Los Angeles - Park La Brea,97,714,607,1,7,8,13580,2020-09-09 21:01:14.609247
170,Los Angeles - Pico-Union,1710,4087,4100,91,217,256,41842,2020-09-09 21:01:14.609247
171,Los Angeles - Playa Del Rey,27,845,1087,0,0,0,3196,2020-09-09 21:01:14.609247
172,Los Angeles - Playa Vista,131,1197,1223,0,0,0,10947,2020-09-09 21:01:14.609247
173,Los Angeles - Porter Ranch,339,953,1014,6,17,10,35588,2020-09-09 21:01:14.609247
174,Los Angeles - Rancho Park,83,1265,1457,1,15,11,6560,2020-09-09 21:01:14.609247
175,Los Angeles - Regent Square,28,1007,983,0,0,0,2780,2020-09-09 21:01:14.609247
176,Los Angeles - Reseda,2027,2646,2569,76,99,91,76617,2020-09-09 21:01:14.609247
177,Los Angeles - Reseda Ranch,108,2330,2198,0,0,0,4636,2020-09-09 21:01:14.609247
178,Los Angeles - Reynier Village,39,922,987,0,0,0,4228,2020-09-09 21:01:14.609247
179,Los Angeles - San Pedro,1874,2401,2394,27,35,31,78038,2020-09-09 21:01:14.609247
180,Los Angeles - Shadow Hills,57,1283,1475,0,0,0,4442,2020-09-09 21:01:14.609247
181,Los Angeles - Sherman Oaks,976,1119,1196,24,28,23,87254,2020-09-09 21:01:14.609247
182,Los Angeles - Silverlake,591,1341,1345,18,41,35,44083,2020-09-09 21:01:14.609247
183,Los Angeles - South Carthay,107,1010,1210,2,19,12,10595,2020-09-09 21:01:14.609247
184,Los Angeles - South Park,1946,5126,5193,28,74,110,37961,2020-09-09 21:01:14.609247
185,Los Angeles - St Elmo Village,135,2945,3131,8,175,264,4584,2020-09-09 21:01:14.609247
186,Los Angeles - Studio City,230,1025,1143,11,49,42,22440,2020-09-09 21:01:14.609247
187,Los Angeles - Sun Valley,1472,2805,2735,27,51,51,52483,2020-09-09 21:01:14.609247
188,Los Angeles - Sunland,418,2048,1957,28,137,97,20408,2020-09-09 21:01:14.609247
189,Los Angeles - Sycamore Square,5,773,783,0,0,0,647,2020-09-09 21:01:14.609247
190,Los Angeles - Sylmar,3056,3709,3677,80,97,118,82398,2020-09-09 21:01:14.609247
191,Los Angeles - Tarzana,582,1885,1750,37,120,75,30876,2020-09-09 21:01:14.609247
192,Los Angeles - Temple-Beaudry,1187,3006,2908,26,66,75,39482,2020-09-09 21:01:14.609247
193,Los Angeles - Thai Town,153,1560,1490,0,0,0,9809,2020-09-09 21:01:14.609247
194,Los Angeles - Toluca Lake,93,1068,1270,0,0,0,8704,2020-09-09 21:01:14.609247
195,Los Angeles - Toluca Terrace,22,1685,1683,1,77,72,1306,2020-09-09 21:01:14.609247
196,Los Angeles - Toluca Woods,18,969,879,0,0,0,1858,2020-09-09 21:01:14.609247
197,Los Angeles - Tujunga,460,1654,1617,14,50,41,27810,2020-09-09 21:01:14.609247
198,Los Angeles - University Hills,50,1458,1442,1,29,19,3429,2020-09-09 21:01:14.609247
199,Los Angeles - University Park,975,3551,3957,19,69,125,27456,2020-09-09 21:01:14.609247
200,Los Angeles - Valley Glen,567,1889,1830,22,73,75,30016,2020-09-09 21:01:14.609247
201,Los Angeles - Valley Village,473,1913,1878,25,101,85,24720,2020-09-09 21:01:14.609247
202,Los Angeles - Van Nuys,2746,2947,2961,77,83,103,93194,2020-09-09 21:01:14.609247
203,Los Angeles - Venice,267,788,1004,3,9,9,33885,2020-09-09 21:01:14.609247
204,Los Angeles - Vermont Knolls,692,4023,3972,13,76,93,17200,2020-09-09 21:01:14.609247
205,Los Angeles - Vermont Square,322,4205,4156,3,39,36,7657,2020-09-09 21:01:14.609247
206,Los Angeles - Vermont Vista,1818,4414,4508,24,58,87,41186,2020-09-09 21:01:14.609247
207,Los Angeles - Vernon Central,2844,5469,5581,41,79,116,51998,2020-09-09 21:01:14.609247
208,Los Angeles - Victoria Park,205,2441,2364,4,48,41,8399,2020-09-09 21:01:14.609247
209,Los Angeles - View Heights,43,1164,1158,2,54,42,3694,2020-09-09 21:01:14.609247
210,Los Angeles - Watts,1849,4333,4531,27,63,107,42674,2020-09-09 21:01:14.609247
211,Los Angeles - Wellington Square,116,2360,2350,0,0,0,4915,2020-09-09 21:01:14.609247
212,Los Angeles - West Adams,844,3055,2989,38,138,138,27630,2020-09-09 21:01:14.609247
213,Los Angeles - West Hills,491,1211,1232,30,74,45,40545,2020-09-09 21:01:14.609247
214,Los Angeles - West Los Angeles,475,1262,1261,16,43,44,37636,2020-09-09 21:01:14.609247
215,Los Angeles - West Vernon,2199,4099,4090,45,84,108,53644,2020-09-09 21:01:14.609247
216,Los Angeles - Westchester,398,771,728,15,29,26,51603,2020-09-09 21:01:14.609247
217,Los Angeles - Westlake,2297,3870,3930,140,236,275,59355,2020-09-09 21:01:14.609247
218,Los Angeles - Westwood,333,615,569,6,11,10,54109,2020-09-09 21:01:14.609247
219,Los Angeles - Wholesale District,2274,6294,5470,26,72,90,36129,2020-09-09 21:01:14.609247
220,Los Angeles - Wilmington,1672,2960,2954,17,30,40,56487,2020-09-09 21:01:14.609247
221,Los Angeles - Wilshire Center,1057,2107,2051,33,66,65,50170,2020-09-09 21:01:14.609247
222,Los Angeles - Winnetka,1153,2226,2132,17,33,31,51786,2020-09-09 21:01:14.609247
223,Los Angeles - Woodland Hills,826,1214,1199,29,43,27,68055,2020-09-09 21:01:14.609247
224,Unincorporated - Acton,65,815,889,2,25,18,7971,2020-09-09 21:01:14.609247
225,Unincorporated - Agua Dulce,25,601,648,0,0,0,4158,2020-09-09 21:01:14.609247
226,Unincorporated - Altadena,661,1515,1566,13,30,23,43620,2020-09-09 21:01:14.609247
227,Unincorporated - Anaverde,13,862,1013,0,0,0,1508,2020-09-09 21:01:14.609247
228,Unincorporated - Angeles National Forest,5,402,411,0,0,0,1245,2020-09-09 21:01:14.609247
229,Unincorporated - Arcadia,85,1065,1089,3,38,26,7981,2020-09-09 21:01:14.609247
230,Unincorporated - Athens Village,218,4452,4483,10,204,209,4897,2020-09-09 21:01:14.609247
231,Unincorporated - Athens-Westmont,1462,3445,3466,27,64,70,42442,2020-09-09 21:01:14.609247
232,Unincorporated - Avocado Heights,272,4015,3970,3,44,48,6775,2020-09-09 21:01:14.609247
233,Unincorporated - Azusa,460,2889,2801,3,19,26,15923,2020-09-09 21:01:14.609247
234,Unincorporated - Bassett,603,4070,4019,9,61,63,14817,2020-09-09 21:01:14.609247
235,Unincorporated - Bouquet Canyon,6,559,800,1,93,82,1073,2020-09-09 21:01:14.609247
236,Unincorporated - Bradbury,4,3704,303,1,926,255,108,2020-09-09 21:01:14.609247
237,Unincorporated - Canyon Country,118,1527,1607,0,0,0,7728,2020-09-09 21:01:14.609247
238,Unincorporated - Castaic,1913,7035,6425,3,11,12,27191,2020-09-09 21:01:14.609247
239,Unincorporated - Cerritos,16,2726,2763,0,0,0,587,2020-09-09 21:01:14.609247
240,Unincorporated - Claremont,22,3134,4106,2,285,210,702,2020-09-09 21:01:14.609247
241,Unincorporated - Covina,402,2390,2302,6,36,33,16819,2020-09-09 21:01:14.609247
242,Unincorporated - Covina (Charter Oak),288,2191,2182,1,8,10,13144,2020-09-09 21:01:14.609247
243,Unincorporated - Del Aire,72,1639,1618,2,46,44,4393,2020-09-09 21:01:14.609247
244,Unincorporated - Del Rey,3,943,1312,0,0,0,318,2020-09-09 21:01:14.609247
245,Unincorporated - Del Sur,11,455,527,1,41,20,2415,2020-09-09 21:01:14.609247
246,Unincorporated - Desert View Highlands,44,1765,1651,1,40,24,2493,2020-09-09 21:01:14.609247
247,Unincorporated - Duarte,133,3004,2974,4,90,114,4428,2020-09-09 21:01:14.609247
248,Unincorporated - East Covina,4,1216,1379,0,0,0,329,2020-09-09 21:01:14.609247
249,Unincorporated - East La Mirada,97,1833,1820,0,0,0,5292,2020-09-09 21:01:14.609247
250,Unincorporated - East Los Angeles,5905,4714,4718,98,78,91,125269,2020-09-09 21:01:14.609247
251,Unincorporated - East Pasadena,76,1187,1129,1,16,9,6403,2020-09-09 21:01:14.609247
252,Unincorporated - East Rancho Dominguez,639,4174,4151,14,91,108,15308,2020-09-09 21:01:14.609247
253,Unincorporated - East Whittier,78,1470,1445,0,0,0,5306,2020-09-09 21:01:14.609247
254,Unincorporated - El Camino Village,143,1627,1625,3,34,24,8791,2020-09-09 21:01:14.609247
255,Unincorporated - El Monte,6,4138,6520,0,0,0,145,2020-09-09 21:01:14.609247
256,Unincorporated - Elizabeth Lake,6,361,406,0,0,0,1661,2020-09-09 21:01:14.609247
257,Unincorporated - Florence-Firestone,3247,5018,5083,45,70,88,64705,2020-09-09 21:01:14.609247
258,Unincorporated - Glendora,12,1818,2094,0,0,0,660,2020-09-09 21:01:14.609247
259,Unincorporated - Hacienda Heights,964,1724,1708,14,25,16,55926,2020-09-09 21:01:14.609247
260,Unincorporated - Hawthorne,58,2307,2203,0,0,0,2514,2020-09-09 21:01:14.609247
261,Unincorporated - Hi Vista,7,638,665,0,0,0,1098,2020-09-09 21:01:14.609247
262,Unincorporated - Kagel/Lopez Canyons,32,2266,2735,1,71,113,1412,2020-09-09 21:01:14.609247
263,Unincorporated - La Crescenta-Montrose,177,894,934,2,10,5,19801,2020-09-09 21:01:14.609247
264,Unincorporated - La Rambla,77,3711,3016,12,578,381,2075,2020-09-09 21:01:14.609247
265,Unincorporated - La Verne,33,1618,1976,0,0,0,2040,2020-09-09 21:01:14.609247
266,Unincorporated - Ladera Heights,92,1301,1260,3,42,19,7071,2020-09-09 21:01:14.609247
267,Unincorporated - Lake Hughes,2,299,328,0,0,0,668,2020-09-09 21:01:14.609247
268,Unincorporated - Lake Los Angeles,203,1562,1564,4,31,44,12994,2020-09-09 21:01:14.609247
269,Unincorporated - Lake Manor,24,1461,1547,0,0,0,1643,2020-09-09 21:01:14.609247
270,Unincorporated - Lennox,667,2959,2944,6,27,49,22542,2020-09-09 21:01:14.609247
271,Unincorporated - Leona Valley,17,971,999,0,0,0,1751,2020-09-09 21:01:14.609247
272,Unincorporated - Littlerock,81,2014,2080,0,0,0,4021,2020-09-09 21:01:14.609247
273,Unincorporated - Littlerock/Juniper Hills,8,617,852,0,0,0,1297,2020-09-09 21:01:14.609247
274,Unincorporated - Littlerock/Pearblossom,82,2298,2412,0,0,0,3569,2020-09-09 21:01:14.609247
275,Unincorporated - Llano,3,342,355,0,0,0,877,2020-09-09 21:01:14.609247
276,Unincorporated - Marina del Rey,67,712,546,1,11,13,9411,2020-09-09 21:01:14.609247
277,Unincorporated - Monrovia,77,1984,2066,0,0,0,3881,2020-09-09 21:01:14.609247
278,Unincorporated - Newhall,6,2727,2283,0,0,0,220,2020-09-09 21:01:14.609247
279,Unincorporated - North Lancaster,18,1502,1967,0,0,0,1198,2020-09-09 21:01:14.609247
280,Unincorporated - North Whittier,196,2344,2319,10,120,104,8360,2020-09-09 21:01:14.609247
281,Unincorporated - Northeast San Gabriel,321,1336,1380,8,33,29,24036,2020-09-09 21:01:14.609247
282,Unincorporated - Palmdale,21,2494,2719,0,0,0,842,2020-09-09 21:01:14.609247
283,Unincorporated - Palos Verdes Peninsula,3,483,729,0,0,0,621,2020-09-09 21:01:14.609247
284,Unincorporated - Pearblossom/Llano,21,1074,1002,1,51,20,1956,2020-09-09 21:01:14.609247
285,Unincorporated - Pellissier Village,26,4200,4126,0,0,0,619,2020-09-09 21:01:14.609247
286,Unincorporated - Pomona,15,774,1941,1,52,86,1938,2020-09-09 21:01:14.609247
287,Unincorporated - Quartz Hill,154,1193,1121,11,85,63,12906,2020-09-09 21:01:14.609247
288,Unincorporated - Rancho Dominguez,71,2668,2627,2,75,35,2661,2020-09-09 21:01:14.609247
289,Unincorporated - Roosevelt,8,859,819,0,0,0,931,2020-09-09 21:01:14.609247
290,Unincorporated - Rosewood,26,2022,2383,0,0,0,1286,2020-09-09 21:01:14.609247
291,Unincorporated - Rosewood/East Gardena,15,1257,1116,1,84,40,1193,2020-09-09 21:01:14.609247
292,Unincorporated - Rosewood/West Rancho Dominguez,94,2797,2835,0,0,0,3361,2020-09-09 21:01:14.609247
