,City/Community,Cases,Case Rate,Adjusted Case Rate,Deaths,Death Rate,Adjusted Death Rate,Population,timestamp
154,Los Angeles - Mar Vista,303,713,726,6,14,12,42471,2020-09-12 11:16:35.255316
155,Los Angeles - Marina Peninsula,31,711,744,0,0,0,4360,2020-09-12 11:16:35.255316
156,Los Angeles - Melrose,1815,2336,2298,70,90,91,77696,2020-09-12 11:16:35.255316
157,Los Angeles - Mid-city,271,1803,1764,24,160,145,15030,2020-09-12 11:16:35.255316
158,Los Angeles - Miracle Mile,165,917,861,6,33,33,17985,2020-09-12 11:16:35.255316
159,Los Angeles - Mission Hills,724,3001,2885,31,128,104,24124,2020-09-12 11:16:35.255316
160,Los Angeles - Mt. Washington,524,2170,2121,16,66,61,24145,2020-09-12 11:16:35.255316
161,Los Angeles - North Hills,1717,2788,2745,44,71,81,61575,2020-09-12 11:16:35.255316
162,Los Angeles - North Hollywood,3542,2339,2244,64,42,47,151421,2020-09-12 11:16:35.255316
163,Los Angeles - Northridge,1320,1891,1844,42,60,49,69797,2020-09-12 11:16:35.255316
164,Los Angeles - Pacific Palisades,118,554,631,4,19,9,21291,2020-09-12 11:16:35.255316
165,Los Angeles - Pacoima,3224,4188,4193,47,61,82,76979,2020-09-12 11:16:35.255316
166,Los Angeles - Palisades Highlands,26,676,772,0,0,0,3846,2020-09-12 11:16:35.255316
167,Los Angeles - Palms,515,1174,1298,29,66,89,43877,2020-09-12 11:16:35.255316
168,Los Angeles - Panorama City,2727,3624,3636,89,118,156,75250,2020-09-12 11:16:35.255316
169,Los Angeles - Park La Brea,98,722,614,1,7,8,13580,2020-09-12 11:16:35.255316
170,Los Angeles - Pico-Union,1716,4101,4116,92,220,259,41842,2020-09-12 11:16:35.255316
171,Los Angeles - Playa Del Rey,27,845,1087,0,0,0,3196,2020-09-12 11:16:35.255316
172,Los Angeles - Playa Vista,132,1206,1232,0,0,0,10947,2020-09-12 11:16:35.255316
173,Los Angeles - Porter Ranch,342,961,1026,6,17,10,35588,2020-09-12 11:16:35.255316
174,Los Angeles - Rancho Park,85,1296,1484,1,15,11,6560,2020-09-12 11:16:35.255316
175,Los Angeles - Regent Square,29,1043,1011,0,0,0,2780,2020-09-12 11:16:35.255316
176,Los Angeles - Reseda,2042,2665,2587,78,102,92,76617,2020-09-12 11:16:35.255316
177,Los Angeles - Reseda Ranch,110,2373,2234,0,0,0,4636,2020-09-12 11:16:35.255316
178,Los Angeles - Reynier Village,39,922,987,0,0,0,4228,2020-09-12 11:16:35.255316
179,Los Angeles - San Pedro,1884,2414,2407,27,35,31,78038,2020-09-12 11:16:35.255316
180,Los Angeles - Shadow Hills,58,1306,1516,0,0,0,4442,2020-09-12 11:16:35.255316
181,Los Angeles - Sherman Oaks,986,1130,1209,25,29,24,87254,2020-09-12 11:16:35.255316
182,Los Angeles - Silverlake,595,1350,1352,18,41,35,44083,2020-09-12 11:16:35.255316
183,Los Angeles - South Carthay,108,1019,1232,2,19,12,10595,2020-09-12 11:16:35.255316
184,Los Angeles - South Park,1967,5182,5266,28,74,110,37961,2020-09-12 11:16:35.255316
185,Los Angeles - St Elmo Village,135,2945,3131,8,175,264,4584,2020-09-12 11:16:35.255316
186,Los Angeles - Studio City,232,1034,1159,11,49,42,22440,2020-09-12 11:16:35.255316
187,Los Angeles - Sun Valley,1506,2870,2799,28,53,53,52483,2020-09-12 11:16:35.255316
188,Los Angeles - Sunland,420,2058,1969,29,142,101,20408,2020-09-12 11:16:35.255316
189,Los Angeles - Sycamore Square,5,773,783,0,0,0,647,2020-09-12 11:16:35.255316
190,Los Angeles - Sylmar,3082,3740,3708,81,98,119,82398,2020-09-12 11:16:35.255316
191,Los Angeles - Tarzana,588,1904,1771,37,120,75,30876,2020-09-12 11:16:35.255316
192,Los Angeles - Temple-Beaudry,1193,3022,2925,26,66,75,39482,2020-09-12 11:16:35.255316
193,Los Angeles - Thai Town,155,1580,1509,0,0,0,9809,2020-09-12 11:16:35.255316
194,Los Angeles - Toluca Lake,97,1114,1304,0,0,0,8704,2020-09-12 11:16:35.255316
195,Los Angeles - Toluca Terrace,22,1685,1683,1,77,72,1306,2020-09-12 11:16:35.255316
196,Los Angeles - Toluca Woods,18,969,879,0,0,0,1858,2020-09-12 11:16:35.255316
197,Los Angeles - Tujunga,466,1676,1632,14,50,41,27810,2020-09-12 11:16:35.255316
198,Los Angeles - University Hills,50,1458,1442,1,29,19,3429,2020-09-12 11:16:35.255316
199,Los Angeles - University Park,1009,3675,4005,19,69,125,27456,2020-09-12 11:16:35.255316
200,Los Angeles - Valley Glen,584,1946,1885,22,73,75,30016,2020-09-12 11:16:35.255316
201,Los Angeles - Valley Village,480,1942,1912,25,101,85,24720,2020-09-12 11:16:35.255316
202,Los Angeles - Van Nuys,2778,2981,2995,79,85,105,93194,2020-09-12 11:16:35.255316
203,Los Angeles - Venice,273,806,1037,3,9,9,33885,2020-09-12 11:16:35.255316
204,Los Angeles - Vermont Knolls,699,4064,4013,13,76,93,17200,2020-09-12 11:16:35.255316
205,Los Angeles - Vermont Square,325,4244,4193,3,39,36,7657,2020-09-12 11:16:35.255316
206,Los Angeles - Vermont Vista,1834,4453,4546,24,58,87,41186,2020-09-12 11:16:35.255316
207,Los Angeles - Vernon Central,2862,5504,5612,41,79,116,51998,2020-09-12 11:16:35.255316
208,Los Angeles - Victoria Park,205,2441,2364,4,48,41,8399,2020-09-12 11:16:35.255316
209,Los Angeles - View Heights,43,1164,1158,2,54,42,3694,2020-09-12 11:16:35.255316
210,Los Angeles - Watts,1857,4352,4545,27,63,107,42674,2020-09-12 11:16:35.255316
211,Los Angeles - Wellington Square,116,2360,2350,0,0,0,4915,2020-09-12 11:16:35.255316
212,Los Angeles - West Adams,849,3073,3007,38,138,138,27630,2020-09-12 11:16:35.255316
213,Los Angeles - West Hills,507,1250,1268,30,74,45,40545,2020-09-12 11:16:35.255316
214,Los Angeles - West Los Angeles,478,1270,1270,16,43,44,37636,2020-09-12 11:16:35.255316
215,Los Angeles - West Vernon,2226,4150,4136,47,88,115,53644,2020-09-12 11:16:35.255316
216,Los Angeles - Westchester,400,775,731,15,29,26,51603,2020-09-12 11:16:35.255316
217,Los Angeles - Westlake,2303,3880,3941,142,239,279,59355,2020-09-12 11:16:35.255316
218,Los Angeles - Westwood,339,627,574,6,11,10,54109,2020-09-12 11:16:35.255316
219,Los Angeles - Wholesale District,2287,6330,5504,26,72,90,36129,2020-09-12 11:16:35.255316
220,Los Angeles - Wilmington,1687,2987,2983,17,30,40,56487,2020-09-12 11:16:35.255316
221,Los Angeles - Wilshire Center,1060,2113,2057,34,68,66,50170,2020-09-12 11:16:35.255316
222,Los Angeles - Winnetka,1164,2248,2152,17,33,31,51786,2020-09-12 11:16:35.255316
223,Los Angeles - Woodland Hills,830,1220,1206,29,43,27,68055,2020-09-12 11:16:35.255316
224,Unincorporated - Acton,65,815,889,2,25,18,7971,2020-09-12 11:16:35.255316
225,Unincorporated - Agua Dulce,25,601,648,0,0,0,4158,2020-09-12 11:16:35.255316
226,Unincorporated - Altadena,664,1522,1572,13,30,23,43620,2020-09-12 11:16:35.255316
227,Unincorporated - Anaverde,13,862,1013,0,0,0,1508,2020-09-12 11:16:35.255316
228,Unincorporated - Angeles National Forest,5,402,411,0,0,0,1245,2020-09-12 11:16:35.255316
229,Unincorporated - Arcadia,85,1065,1089,3,38,26,7981,2020-09-12 11:16:35.255316
230,Unincorporated - Athens Village,218,4452,4483,10,204,209,4897,2020-09-12 11:16:35.255316
231,Unincorporated - Athens-Westmont,1469,3461,3487,27,64,70,42442,2020-09-12 11:16:35.255316
232,Unincorporated - Avocado Heights,278,4103,4058,3,44,48,6775,2020-09-12 11:16:35.255316
233,Unincorporated - Azusa,464,2914,2824,3,19,26,15923,2020-09-12 11:16:35.255316
234,Unincorporated - Bassett,607,4097,4044,9,61,63,14817,2020-09-12 11:16:35.255316
235,Unincorporated - Bouquet Canyon,6,559,800,1,93,82,1073,2020-09-12 11:16:35.255316
236,Unincorporated - Bradbury,4,3704,303,1,926,255,108,2020-09-12 11:16:35.255316
237,Unincorporated - Canyon Country,120,1553,1631,0,0,0,7728,2020-09-12 11:16:35.255316
238,Unincorporated - Castaic,1918,7054,6444,4,15,14,27191,2020-09-12 11:16:35.255316
239,Unincorporated - Cerritos,16,2726,2763,0,0,0,587,2020-09-12 11:16:35.255316
240,Unincorporated - Claremont,22,3134,4106,3,427,310,702,2020-09-12 11:16:35.255316
241,Unincorporated - Covina,404,2402,2315,6,36,33,16819,2020-09-12 11:16:35.255316
242,Unincorporated - Covina (Charter Oak),290,2206,2203,2,15,19,13144,2020-09-12 11:16:35.255316
243,Unincorporated - Del Aire,72,1639,1618,2,46,44,4393,2020-09-12 11:16:35.255316
244,Unincorporated - Del Rey,3,943,1312,0,0,0,318,2020-09-12 11:16:35.255316
245,Unincorporated - Del Sur,11,455,527,1,41,20,2415,2020-09-12 11:16:35.255316
246,Unincorporated - Desert View Highlands,44,1765,1651,1,40,24,2493,2020-09-12 11:16:35.255316
247,Unincorporated - Duarte,133,3004,2974,4,90,114,4428,2020-09-12 11:16:35.255316
248,Unincorporated - East Covina,4,1216,1379,0,0,0,329,2020-09-12 11:16:35.255316
249,Unincorporated - East La Mirada,97,1833,1820,0,0,0,5292,2020-09-12 11:16:35.255316
250,Unincorporated - East Los Angeles,5970,4766,4768,100,80,93,125269,2020-09-12 11:16:35.255316
251,Unincorporated - East Pasadena,77,1203,1149,1,16,9,6403,2020-09-12 11:16:35.255316
252,Unincorporated - East Rancho Dominguez,647,4227,4196,14,91,108,15308,2020-09-12 11:16:35.255316
253,Unincorporated - East Whittier,79,1489,1459,0,0,0,5306,2020-09-12 11:16:35.255316
254,Unincorporated - El Camino Village,143,1627,1628,3,34,24,8791,2020-09-12 11:16:35.255316
255,Unincorporated - El Monte,6,4138,6520,0,0,0,145,2020-09-12 11:16:35.255316
256,Unincorporated - Elizabeth Lake,6,361,406,0,0,0,1661,2020-09-12 11:16:35.255316
257,Unincorporated - Florence-Firestone,3274,5060,5127,46,71,91,64705,2020-09-12 11:16:35.255316
258,Unincorporated - Glendora,12,1818,2094,0,0,0,660,2020-09-12 11:16:35.255316
259,Unincorporated - Hacienda Heights,969,1733,1715,16,29,19,55926,2020-09-12 11:16:35.255316
260,Unincorporated - Hawthorne,59,2347,2239,0,0,0,2514,2020-09-12 11:16:35.255316
261,Unincorporated - Hi Vista,7,638,665,0,0,0,1098,2020-09-12 11:16:35.255316
262,Unincorporated - Kagel/Lopez Canyons,34,2408,2881,1,71,113,1412,2020-09-12 11:16:35.255316
263,Unincorporated - La Crescenta-Montrose,177,894,935,2,10,5,19801,2020-09-12 11:16:35.255316
264,Unincorporated - La Rambla,77,3711,3016,12,578,381,2075,2020-09-12 11:16:35.255316
265,Unincorporated - La Verne,32,1569,1940,0,0,0,2040,2020-09-12 11:16:35.255316
266,Unincorporated - Ladera Heights,94,1329,1286,3,42,19,7071,2020-09-12 11:16:35.255316
267,Unincorporated - Lake Hughes,2,299,328,0,0,0,668,2020-09-12 11:16:35.255316
268,Unincorporated - Lake Los Angeles,205,1578,1585,4,31,44,12994,2020-09-12 11:16:35.255316
269,Unincorporated - Lake Manor,24,1461,1547,0,0,0,1643,2020-09-12 11:16:35.255316
270,Unincorporated - Lennox,674,2990,2980,6,27,49,22542,2020-09-12 11:16:35.255316
271,Unincorporated - Leona Valley,17,971,999,0,0,0,1751,2020-09-12 11:16:35.255316
272,Unincorporated - Littlerock,81,2014,2080,0,0,0,4021,2020-09-12 11:16:35.255316
273,Unincorporated - Littlerock/Juniper Hills,8,617,852,0,0,0,1297,2020-09-12 11:16:35.255316
274,Unincorporated - Littlerock/Pearblossom,82,2298,2412,0,0,0,3569,2020-09-12 11:16:35.255316
275,Unincorporated - Llano,3,342,355,0,0,0,877,2020-09-12 11:16:35.255316
276,Unincorporated - Marina del Rey,67,712,546,1,11,13,9411,2020-09-12 11:16:35.255316
277,Unincorporated - Monrovia,77,1984,2066,0,0,0,3881,2020-09-12 11:16:35.255316
278,Unincorporated - Newhall,6,2727,2283,0,0,0,220,2020-09-12 11:16:35.255316
279,Unincorporated - North Lancaster,18,1502,1967,0,0,0,1198,2020-09-12 11:16:35.255316
280,Unincorporated - North Whittier,201,2404,2380,10,120,107,8360,2020-09-12 11:16:35.255316
281,Unincorporated - Northeast San Gabriel,324,1348,1392,8,33,29,24036,2020-09-12 11:16:35.255316
282,Unincorporated - Palmdale,21,2494,2719,0,0,0,842,2020-09-12 11:16:35.255316
283,Unincorporated - Palos Verdes Peninsula,3,483,729,0,0,0,621,2020-09-12 11:16:35.255316
284,Unincorporated - Pearblossom/Llano,21,1074,1002,1,51,20,1956,2020-09-12 11:16:35.255316
285,Unincorporated - Pellissier Village,26,4200,4126,0,0,0,619,2020-09-12 11:16:35.255316
286,Unincorporated - Pomona,15,774,1941,1,52,86,1938,2020-09-12 11:16:35.255316
287,Unincorporated - Quartz Hill,155,1201,1130,11,85,63,12906,2020-09-12 11:16:35.255316
288,Unincorporated - Rancho Dominguez,71,2668,2627,2,75,35,2661,2020-09-12 11:16:35.255316
289,Unincorporated - Roosevelt,8,859,819,0,0,0,931,2020-09-12 11:16:35.255316
290,Unincorporated - Rosewood,27,2100,2465,0,0,0,1286,2020-09-12 11:16:35.255316
291,Unincorporated - Rosewood/East Gardena,17,1425,1326,1,84,40,1193,2020-09-12 11:16:35.255316
292,Unincorporated - Rosewood/West Rancho Dominguez,101,3005,3029,0,0,0,3361,2020-09-12 11:16:35.255316
